,Time,Meters,State.0,Value[mm].0,Deviation [mm].0,State.1,Value[mm].1,Deviation [mm].1,State.2,Value[mm].2,Deviation [mm].2,State.3,Value[mm].3,Deviation [mm].3,State.4,Value[mm].4,Deviation [mm].4,State.5,Value[mm].5,Deviation [mm].5,State.6,Value[mm].6,Deviation [mm].6,State.7,Value[mm].7,Deviation [mm].7,State.8,Value[mm].8,Deviation [mm].8,State.9,Value[mm].9,Deviation [mm].9,State.10,Value[mm].10,Deviation [mm].10,State.11,Value[mm].11,Deviation [mm].11,State.12,Value[mm].12,Deviation [mm].12,hard_extruder_region5_temprature,hard_extruder_neck_temprature,hard_extruder_body_temprature,hard_extruder_current,hard_extruder_speed_rpm,soft_extruder_neck_temprature,soft_extruder_body_temprature,soft_extruder_hose_temprature,soft_extruder_speed_rpm,tractor_speed
94,11:13:03,220.563,0,4.662,0.062,0,3.702,0.102,0,3.69,0.29,0,1.49,0.09,0,2.898,-0.002,0,7.688,0.188,0,16.926,0.026,0,3.407,-0.493,0,2.303,-0.197,0,1.483,-0.117,0,2.09,-0.11,2,8.317,-0.383,2,12.846,-0.954,201.699997,62.600002,232.100006,314,12.974772,199.199997,194.100006,210,13.138706,10.349999
95,11:13:03,220.613,0,4.659,0.059,0,3.701,0.101,0,3.691,0.291,0,1.486,0.086,0,2.9,0,0,7.687,0.187,0,16.931,0.031,0,3.407,-0.493,0,2.306,-0.194,0,1.483,-0.117,0,2.087,-0.113,2,8.304,-0.396,2,12.849,-0.951,201.699997,62.600002,232.100006,314,12.974772,199.199997,194.100006,210,13.138706,10.349999
96,11:13:03,220.663,0,4.659,0.059,0,3.699,0.099,0,3.687,0.287,0,1.484,0.084,0,2.902,0.002,0,7.689,0.189,0,16.932,0.032,0,3.407,-0.493,0,2.304,-0.196,0,1.483,-0.117,0,2.086,-0.114,2,8.306,-0.394,2,12.847,-0.953,201.699997,62.600002,232.100006,314,12.974772,199.199997,194.100006,210,13.138706,10.349999
97,11:13:03,220.713,0,4.655,0.055,0,3.7,0.1,0,3.687,0.287,0,1.481,0.081,0,2.896,-0.004,0,7.688,0.188,0,16.933,0.033,0,3.407,-0.493,0,2.302,-0.198,0,1.483,-0.117,0,2.086,-0.114,2,8.298,-0.402,2,12.843,-0.957,201.699997,62.600002,232.100006,314,12.974772,199.199997,194.100006,210,13.138706,10.349999
98,11:13:03,220.763,0,4.656,0.056,0,3.699,0.099,0,3.686,0.286,0,1.48,0.08,0,2.896,-0.004,0,7.685,0.185,0,16.926,0.026,0,3.41,-0.49,0,2.298,-0.202,0,1.483,-0.117,0,2.085,-0.115,2,8.3,-0.4,2,12.84,-0.96,201.699997,62.600002,232.100006,314,12.974772,199.199997,194.100006,210,13.138706,10.349999
99,11:13:04,220.813,0,4.656,0.056,0,3.699,0.099,0,3.689,0.289,0,1.48,0.08,0,2.891,-0.009,0,7.69,0.19,0,16.922,0.022,0,3.408,-0.492,0,2.308,-0.192,0,1.483,-0.117,0,2.087,-0.113,2,8.301,-0.399,2,12.84,-0.96,201.699997,62.600002,232,313,12.980573,199.199997,194.100006,210,13.021271,10.5
100,11:13:04,220.863,0,4.653,0.053,0,3.698,0.098,0,3.686,0.286,0,1.48,0.08,0,2.889,-0.011,0,7.688,0.188,0,16.916,0.016,0,3.41,-0.49,0,2.31,-0.19,0,1.483,-0.117,0,2.085,-0.115,2,8.304,-0.396,2,12.837,-0.963,201.699997,62.600002,232,313,12.980573,199.199997,194.100006,210,13.021271,10.5
101,11:13:04,220.912,0,4.653,0.053,0,3.697,0.097,0,3.682,0.282,0,1.478,0.078,0,2.886,-0.014,0,7.686,0.186,0,16.91,0.01,0,3.41,-0.49,0,2.309,-0.191,0,1.483,-0.117,0,2.085,-0.115,2,8.317,-0.383,2,12.833,-0.967,201.699997,62.600002,232,313,12.980573,199.199997,194.100006,210,13.021271,10.5
102,11:13:04,220.962,0,4.652,0.052,0,3.695,0.095,0,3.678,0.278,0,1.474,0.074,0,2.886,-0.014,0,7.686,0.186,0,16.905,0.005,0,3.411,-0.489,0,2.308,-0.192,0,1.483,-0.117,0,2.083,-0.117,2,8.315,-0.385,2,12.828,-0.972,201.699997,62.600002,232,313,12.980573,199.199997,194.100006,210,13.021271,10.5
103,11:13:04,221.013,0,4.652,0.052,0,3.696,0.096,0,3.677,0.277,0,1.474,0.074,0,2.883,-0.017,0,7.685,0.185,0,16.904,0.004,0,3.411,-0.489,0,2.313,-0.187,0,1.483,-0.117,0,2.084,-0.116,2,8.305,-0.395,2,12.833,-0.967,201.699997,62.600002,232,313,12.980573,199.199997,194.100006,210,13.021271,10.5
104,11:13:05,221.063,0,4.656,0.056,0,3.697,0.097,0,3.679,0.279,0,1.478,0.078,0,2.883,-0.017,0,7.685,0.185,0,16.897,-0.003,0,3.413,-0.487,0,2.316,-0.184,0,1.483,-0.117,0,2.083,-0.117,2,8.315,-0.385,2,12.84,-0.96,201.800003,62.600002,232,313,13.003366,199.300003,194.100006,210,13.042541,10.5
